128.161315917969,264.569396972656
157.116943359375,273.170745849609
135.083053588867,395.817077636719
439.714904785156,493.011840820312
54.6871948242188,21.445613861084
454.931182861328,136.230834960938
103.958450317383,379.967956542969
17.307559967041,450.337615966797
293.884643554688,514.67724609375
134.743240356445,276.252807617188
343.891021728516,342.475128173828
260.167022705078,536.642333984375
355.816284179688,554.325256347656
145.060501098633,548.906799316406
144.579833984375,572.373840332031
216.851486206055,123.249977111816
137.425048828125,262.651824951172
158.458953857422,536.302124023438
158.644241333008,558.698547363281
146.436584472656,521.538330078125
122.268447875977,261.826568603516
176.043395996094,470.823455810547
146.169967651367,499.349884033203
167.505477905273,25.365047454834
277.559539794922,507.775634765625
149.10432434082,549.02587890625
