1,5,7
1,6,8
1,3,8
1,4,5
1,5,8
1,7,8
1,5,8
1,4,5
1,6,8
1,3,4
1,2,4
1,2,3
1,5,7
1,2,3
1,5,6
1,5,7
1,3,4
1,6,8
1,2,6
1,5,6
1,5,6
1,3,4
1,5,7
1,2,4
1,5,7
1,3,6
1,3,4
1,3,4
1,2,3
1,3,4
1,3,4
1,5,8
1,4,5
1,7,8
1,7,8
1,5,6
1,5,6
1,5,6
1,2,3
1,2,3
1,2,5
1,7,8
1,3,4
1,2,3
1,2,3
1,2,3
1,3,5
1,2,3
1,2,3
1,2,3
1,2,3
1,2,3
1,3,6
1,4,5
1,3,4
1,2,3
1,5,6
1,5,6
1,2,3
1,2,5
1,2,3
1,2,3
1,5,6
1,3,6
1,3,4
1,2,3
1,3,6
1,5,6
1,4,5
1,5,6
1,2,3
1,5,6
1,5,6
1,3,4
1,2,3
1,2,3
1,4,5
